radio: 0.0127289321881	Proporcion de Volumen Cilindrico: 0.002122
radio: 0.0154578643763	Proporcion de Volumen Cilindrico: 0.003137
radio: 0.0181867965644	Proporcion de Volumen Cilindrico: 0.00436975
radio: 0.0209157287525	Proporcion de Volumen Cilindrico: 0.005812
radio: 0.0236446609407	Proporcion de Volumen Cilindrico: 0.0074935
radio: 0.0263735931288	Proporcion de Volumen Cilindrico: 0.00934325
radio: 0.0291025253169	Proporcion de Volumen Cilindrico: 0.011498
radio: 0.0318314575051	Proporcion de Volumen Cilindrico: 0.01378
radio: 0.0345603896932	Proporcion de Volumen Cilindrico: 0.01632175
radio: 0.0372893218813	Proporcion de Volumen Cilindrico: 0.019095
radio: 0.0400182540695	Proporcion de Volumen Cilindrico: 0.02212975
radio: 0.0427471862576	Proporcion de Volumen Cilindrico: 0.025452
radio: 0.0454761184457	Proporcion de Volumen Cilindrico: 0.028986
radio: 0.0482050506339	Proporcion de Volumen Cilindrico: 0.03277575
radio: 0.050933982822	Proporcion de Volumen Cilindrico: 0.03677675
radio: 0.0536629150102	Proporcion de Volumen Cilindrico: 0.0410005
radio: 0.0563918471983	Proporcion de Volumen Cilindrico: 0.04551175
radio: 0.0591207793864	Proporcion de Volumen Cilindrico: 0.05034325
radio: 0.0618497115746	Proporcion de Volumen Cilindrico: 0.0553735
radio: 0.0645786437627	Proporcion de Volumen Cilindrico: 0.06067675
radio: 0.0673075759508	Proporcion de Volumen Cilindrico: 0.06629575
radio: 0.070036508139	Proporcion de Volumen Cilindrico: 0.07218125
radio: 0.0727654403271	Proporcion de Volumen Cilindrico: 0.07843925
radio: 0.0754943725152	Proporcion de Volumen Cilindrico: 0.08490975
radio: 0.0782233047034	Proporcion de Volumen Cilindrico: 0.09170875
radio: 0.0809522368915	Proporcion de Volumen Cilindrico: 0.09876575
radio: 0.0836811690796	Proporcion de Volumen Cilindrico: 0.106167
radio: 0.0864101012678	Proporcion de Volumen Cilindrico: 0.11378775
radio: 0.0891390334559	Proporcion de Volumen Cilindrico: 0.12182725
radio: 0.091867965644	Proporcion de Volumen Cilindrico: 0.13014325
radio: 0.0945968978322	Proporcion de Volumen Cilindrico: 0.13873375
radio: 0.0973258300203	Proporcion de Volumen Cilindrico: 0.1476515
radio: 0.100054762208	Proporcion de Volumen Cilindrico: 0.156917
radio: 0.102783694397	Proporcion de Volumen Cilindrico: 0.166447
radio: 0.105512626585	Proporcion de Volumen Cilindrico: 0.1763905
radio: 0.108241558773	Proporcion de Volumen Cilindrico: 0.1865895
radio: 0.110970490961	Proporcion de Volumen Cilindrico: 0.19704825
radio: 0.113699423149	Proporcion de Volumen Cilindrico: 0.20794875
radio: 0.116428355337	Proporcion de Volumen Cilindrico: 0.21916775
radio: 0.119157287525	Proporcion de Volumen Cilindrico: 0.23073
radio: 0.121886219714	Proporcion de Volumen Cilindrico: 0.24257825
radio: 0.124615151902	Proporcion de Volumen Cilindrico: 0.2547215
radio: 0.12734408409	Proporcion de Volumen Cilindrico: 0.267268
radio: 0.130073016278	Proporcion de Volumen Cilindrico: 0.28018925
radio: 0.132801948466	Proporcion de Volumen Cilindrico: 0.2934065
radio: 0.135530880654	Proporcion de Volumen Cilindrico: 0.30699025
radio: 0.138259812842	Proporcion de Volumen Cilindrico: 0.32086375
radio: 0.14098874503	Proporcion de Volumen Cilindrico: 0.334941
radio: 0.143717677219	Proporcion de Volumen Cilindrico: 0.34948875
radio: 0.146446609407	Proporcion de Volumen Cilindrico: 0.364304
radio: 0.149175541595	Proporcion de Volumen Cilindrico: 0.37937825
radio: 0.151904473783	Proporcion de Volumen Cilindrico: 0.394799
radio: 0.154633405971	Proporcion de Volumen Cilindrico: 0.41066125
radio: 0.157362338159	Proporcion de Volumen Cilindrico: 0.42661525
radio: 0.160091270347	Proporcion de Volumen Cilindrico: 0.44297425
radio: 0.162820202536	Proporcion de Volumen Cilindrico: 0.45960625
radio: 0.165549134724	Proporcion de Volumen Cilindrico: 0.47649475
radio: 0.168278066912	Proporcion de Volumen Cilindrico: 0.49370275
radio: 0.1710069991	Proporcion de Volumen Cilindrico: 0.511081
radio: 0.173735931288	Proporcion de Volumen Cilindrico: 0.5286785
radio: 0.176464863476	Proporcion de Volumen Cilindrico: 0.54647825
radio: 0.179193795664	Proporcion de Volumen Cilindrico: 0.56443075
radio: 0.181922727852	Proporcion de Volumen Cilindrico: 0.58269075
radio: 0.184651660041	Proporcion de Volumen Cilindrico: 0.60095625
radio: 0.187380592229	Proporcion de Volumen Cilindrico: 0.61929425
radio: 0.190109524417	Proporcion de Volumen Cilindrico: 0.637793
radio: 0.192838456605	Proporcion de Volumen Cilindrico: 0.65637075
radio: 0.195567388793	Proporcion de Volumen Cilindrico: 0.674903
radio: 0.198296320981	Proporcion de Volumen Cilindrico: 0.6935635
radio: 0.201025253169	Proporcion de Volumen Cilindrico: 0.71216175
radio: 0.203754185358	Proporcion de Volumen Cilindrico: 0.7306835
radio: 0.206483117546	Proporcion de Volumen Cilindrico: 0.749018
radio: 0.209212049734	Proporcion de Volumen Cilindrico: 0.7673575
radio: 0.211940981922	Proporcion de Volumen Cilindrico: 0.7853395
radio: 0.21466991411	Proporcion de Volumen Cilindrico: 0.803106
radio: 0.217398846298	Proporcion de Volumen Cilindrico: 0.8205325
radio: 0.220127778486	Proporcion de Volumen Cilindrico: 0.83757825
radio: 0.222856710674	Proporcion de Volumen Cilindrico: 0.85412975
radio: 0.225585642863	Proporcion de Volumen Cilindrico: 0.87005975
radio: 0.228314575051	Proporcion de Volumen Cilindrico: 0.88548975
radio: 0.231043507239	Proporcion de Volumen Cilindrico: 0.90021725
radio: 0.233772439427	Proporcion de Volumen Cilindrico: 0.91400175
radio: 0.236501371615	Proporcion de Volumen Cilindrico: 0.92713625
radio: 0.239230303803	Proporcion de Volumen Cilindrico: 0.939263
radio: 0.241959235991	Proporcion de Volumen Cilindrico: 0.950259
radio: 0.24468816818	Proporcion de Volumen Cilindrico: 0.959981
radio: 0.247417100368	Proporcion de Volumen Cilindrico: 0.96837175
radio: 0.250146032556	Proporcion de Volumen Cilindrico: 0.9752775
radio: 0.252874964744	Proporcion de Volumen Cilindrico: 0.98082725
radio: 0.255603896932	Proporcion de Volumen Cilindrico: 0.98531475
radio: 0.25833282912	Proporcion de Volumen Cilindrico: 0.988956
radio: 0.261061761308	Proporcion de Volumen Cilindrico: 0.9918675
radio: 0.263790693497	Proporcion de Volumen Cilindrico: 0.9941415
radio: 0.266519625685	Proporcion de Volumen Cilindrico: 0.99593475
radio: 0.269248557873	Proporcion de Volumen Cilindrico: 0.99728475
radio: 0.271977490061	Proporcion de Volumen Cilindrico: 0.9982865
radio: 0.274706422249	Proporcion de Volumen Cilindrico: 0.99899075
radio: 0.277435354437	Proporcion de Volumen Cilindrico: 0.9994585
radio: 0.280164286625	Proporcion de Volumen Cilindrico: 0.99973575
